Vardas              Pavarde             Egzaminas           Rezultatas          
Vardenis8598        Pavardenis8598      1                   0.6                 
Vardenis8867        Pavardenis8867      1                   0.6                 
Vardenis9379        Pavardenis9379      1                   0.6                 
Vardenis176         Pavardenis176       1                   0.6                 
Vardenis614         Pavardenis614       1                   0.6                 
Vardenis1224        Pavardenis1224      1                   0.6                 
Vardenis1607        Pavardenis1607      1                   0.6                 
Vardenis1696        Pavardenis1696      1                   0.6                 
Vardenis1783        Pavardenis1783      1                   0.6                 
Vardenis2917        Pavardenis2917      1                   0.6                 
Vardenis3660        Pavardenis3660      1                   0.6                 
Vardenis3862        Pavardenis3862      1                   0.6                 
Vardenis4429        Pavardenis4429      1                   0.6                 
Vardenis4702        Pavardenis4702      1                   0.6                 
Vardenis5056        Pavardenis5056      1                   0.6                 
Vardenis5183        Pavardenis5183      1                   0.6                 
Vardenis5444        Pavardenis5444      1                   0.6                 
Vardenis5921        Pavardenis5921      1                   0.6                 
Vardenis6318        Pavardenis6318      1                   0.6                 
Vardenis6637        Pavardenis6637      1                   0.6                 
Vardenis7321        Pavardenis7321      1                   0.6                 
Vardenis7416        Pavardenis7416      1                   0.6                 
Vardenis8283        Pavardenis8283      1                   0.6                 
Vardenis269         Pavardenis269       1                   0.6                 
Vardenis459         Pavardenis459       1                   0.6                 
Vardenis1253        Pavardenis1253      1                   0.6                 
Vardenis1368        Pavardenis1368      1                   0.6                 
Vardenis1992        Pavardenis1992      1                   0.6                 
Vardenis2596        Pavardenis2596      1                   0.6                 
Vardenis3112        Pavardenis3112      1                   0.6                 
Vardenis3244        Pavardenis3244      1                   0.6                 
Vardenis3564        Pavardenis3564      1                   0.6                 
Vardenis3732        Pavardenis3732      1                   0.6                 
Vardenis4604        Pavardenis4604      1                   0.6                 
Vardenis5386        Pavardenis5386      1                   0.6                 
Vardenis5496        Pavardenis5496      1                   0.6                 
Vardenis5527        Pavardenis5527      1                   0.6                 
Vardenis6856        Pavardenis6856      1                   0.6                 
Vardenis6958        Pavardenis6958      1                   0.6                 
Vardenis7342        Pavardenis7342      1                   0.6                 
Vardenis7358        Pavardenis7358      1                   0.6                 
Vardenis7513        Pavardenis7513      1                   0.6                 
Vardenis7660        Pavardenis7660      1                   0.6                 
Vardenis8164        Pavardenis8164      1                   0.6                 
Vardenis9187        Pavardenis9187      1                   0.6                 
Vardenis9432        Pavardenis9432      1                   0.6                 
Vardenis156         Pavardenis156       1                   0.6                 
Vardenis222         Pavardenis222       1                   0.6                 
Vardenis391         Pavardenis391       1                   0.6                 
Vardenis1055        Pavardenis1055      1                   0.6                 
Vardenis1426        Pavardenis1426      1                   0.6                 
Vardenis1456        Pavardenis1456      1                   0.6                 
Vardenis1573        Pavardenis1573      1                   0.6                 
Vardenis1895        Pavardenis1895      1                   0.6                 
Vardenis2695        Pavardenis2695      1                   0.6                 
Vardenis3000        Pavardenis3000      1                   0.6                 
Vardenis3436        Pavardenis3436      1                   0.6                 
Vardenis3455        Pavardenis3455      1                   0.6                 
Vardenis3616        Pavardenis3616      1                   0.6                 
Vardenis3722        Pavardenis3722      1                   0.6                 
Vardenis3822        Pavardenis3822      1                   0.6                 
Vardenis3827        Pavardenis3827      1                   0.6                 
Vardenis3965        Pavardenis3965      1                   0.6                 
Vardenis4001        Pavardenis4001      1                   0.6                 
Vardenis4200        Pavardenis4200      1                   0.6                 
Vardenis5063        Pavardenis5063      1                   0.6                 
Vardenis5461        Pavardenis5461      1                   0.6                 
Vardenis5909        Pavardenis5909      1                   0.6                 
Vardenis6125        Pavardenis6125      1                   0.6                 
Vardenis6345        Pavardenis6345      1                   0.6                 
Vardenis7030        Pavardenis7030      1                   0.6                 
Vardenis7315        Pavardenis7315      1                   0.6                 
Vardenis7694        Pavardenis7694      1                   0.6                 
Vardenis7815        Pavardenis7815      1                   0.6                 
Vardenis8370        Pavardenis8370      1                   0.6                 
Vardenis8903        Pavardenis8903      1                   0.6                 
Vardenis9482        Pavardenis9482      1                   0.6                 
Vardenis9502        Pavardenis9502      1                   0.6                 
Vardenis9582        Pavardenis9582      1                   0.6                 
Vardenis9898        Pavardenis9898      1                   0.6                 
Vardenis545         Pavardenis545       1                   0.6                 
Vardenis732         Pavardenis732       1                   0.6                 
Vardenis1492        Pavardenis1492      1                   0.6                 
Vardenis1525        Pavardenis1525      1                   0.6                 
Vardenis1974        Pavardenis1974      1                   0.6                 
Vardenis2000        Pavardenis2000      1                   0.6                 
Vardenis2629        Pavardenis2629      1                   0.6                 
Vardenis3027        Pavardenis3027      1                   0.6                 
Vardenis3384        Pavardenis3384      1                   0.6                 
Vardenis3618        Pavardenis3618      1                   0.6                 
Vardenis4301        Pavardenis4301      1                   0.6                 
Vardenis4317        Pavardenis4317      1                   0.6                 
Vardenis4681        Pavardenis4681      1                   0.6                 
Vardenis5050        Pavardenis5050      1                   0.6                 
Vardenis5284        Pavardenis5284      1                   0.6                 
Vardenis6307        Pavardenis6307      1                   0.6                 
Vardenis6552        Pavardenis6552      1                   0.6                 
Vardenis6642        Pavardenis6642      1                   0.6                 
Vardenis6776        Pavardenis6776      1                   0.6                 
Vardenis7067        Pavardenis7067      1                   0.6                 
Vardenis205         Pavardenis205       1                   0.6                 
Vardenis904         Pavardenis904       1                   0.6                 
Vardenis1274        Pavardenis1274      1                   0.6                 
Vardenis1556        Pavardenis1556      1                   0.6                 
Vardenis2080        Pavardenis2080      1                   0.6                 
Vardenis2349        Pavardenis2349      1                   0.6                 
Vardenis2499        Pavardenis2499      1                   0.6                 
Vardenis3373        Pavardenis3373      1                   0.6                 
Vardenis3881        Pavardenis3881      1                   0.6                 
Vardenis4020        Pavardenis4020      1                   0.6                 
Vardenis4251        Pavardenis4251      1                   0.6                 
Vardenis4732        Pavardenis4732      1                   0.6                 
Vardenis4939        Pavardenis4939      1                   0.6                 
Vardenis5120        Pavardenis5120      1                   0.6                 
Vardenis5523        Pavardenis5523      1                   0.6                 
Vardenis5697        Pavardenis5697      1                   0.6                 
Vardenis5861        Pavardenis5861      1                   0.6                 
Vardenis6141        Pavardenis6141      1                   0.6                 
Vardenis6363        Pavardenis6363      1                   0.6                 
Vardenis7307        Pavardenis7307      1                   0.6                 
Vardenis7326        Pavardenis7326      1                   0.6                 
Vardenis7361        Pavardenis7361      1                   0.6                 
Vardenis7409        Pavardenis7409      1                   0.6                 
Vardenis7490        Pavardenis7490      1                   0.6                 
Vardenis8304        Pavardenis8304      1                   0.6                 
Vardenis8413        Pavardenis8413      1                   0.6                 
Vardenis9569        Pavardenis9569      1                   0.6                 
Vardenis10          Pavardenis10        1                   0.6                 
Vardenis517         Pavardenis517       1                   0.6                 
Vardenis1395        Pavardenis1395      1                   0.6                 
Vardenis2421        Pavardenis2421      1                   0.6                 
Vardenis2688        Pavardenis2688      1                   0.6                 
Vardenis2743        Pavardenis2743      1                   0.6                 
Vardenis2746        Pavardenis2746      1                   0.6                 
Vardenis2772        Pavardenis2772      1                   0.6                 
Vardenis3399        Pavardenis3399      1                   0.6                 
Vardenis3448        Pavardenis3448      1                   0.6                 
Vardenis3889        Pavardenis3889      1                   0.6                 
Vardenis4136        Pavardenis4136      1                   0.6                 
Vardenis4556        Pavardenis4556      1                   0.6                 
Vardenis4873        Pavardenis4873      1                   0.6                 
Vardenis5182        Pavardenis5182      1                   0.6                 
Vardenis5597        Pavardenis5597      1                   0.6                 
Vardenis5622        Pavardenis5622      1                   0.6                 
Vardenis6002        Pavardenis6002      1                   0.6                 
Vardenis6039        Pavardenis6039      1                   0.6                 
Vardenis6313        Pavardenis6313      1                   0.6                 
Vardenis6471        Pavardenis6471      1                   0.6                 
Vardenis7309        Pavardenis7309      1                   0.6                 
Vardenis7433        Pavardenis7433      1                   0.6                 
Vardenis8242        Pavardenis8242      1                   0.6                 
Vardenis8264        Pavardenis8264      1                   0.6                 
Vardenis8620        Pavardenis8620      1                   0.6                 
Vardenis8782        Pavardenis8782      1                   0.6                 
Vardenis8828        Pavardenis8828      1                   0.6                 
Vardenis8839        Pavardenis8839      1                   0.6                 
Vardenis9035        Pavardenis9035      1                   0.6                 
Vardenis9273        Pavardenis9273      1                   0.6                 
Vardenis71          Pavardenis71        1                   0.6                 
Vardenis145         Pavardenis145       1                   0.6                 
Vardenis346         Pavardenis346       1                   0.6                 
Vardenis866         Pavardenis866       1                   0.6                 
Vardenis1153        Pavardenis1153      1                   0.6                 
Vardenis1331        Pavardenis1331      1                   0.6                 
Vardenis1532        Pavardenis1532      1                   0.6                 
Vardenis1932        Pavardenis1932      1                   0.6                 
Vardenis1945        Pavardenis1945      1                   0.6                 
Vardenis2514        Pavardenis2514      1                   0.6                 
Vardenis2887        Pavardenis2887      1                   0.6                 
Vardenis3195        Pavardenis3195      1                   0.6                 
Vardenis3550        Pavardenis3550      1                   0.6                 
Vardenis3905        Pavardenis3905      1                   0.6                 
Vardenis4078        Pavardenis4078      1                   0.6                 
Vardenis4203        Pavardenis4203      1                   0.6                 
Vardenis5163        Pavardenis5163      1                   0.6                 
Vardenis5244        Pavardenis5244      1                   0.6                 
Vardenis5402        Pavardenis5402      1                   0.6                 
Vardenis5433        Pavardenis5433      1                   0.6                 
Vardenis5503        Pavardenis5503      1                   0.6                 
Vardenis6713        Pavardenis6713      1                   0.6                 
Vardenis6862        Pavardenis6862      1                   0.6                 
Vardenis6927        Pavardenis6927      1                   0.6                 
Vardenis7004        Pavardenis7004      1                   0.6                 
Vardenis7092        Pavardenis7092      1                   0.6                 
Vardenis7587        Pavardenis7587      1                   0.6                 
Vardenis7591        Pavardenis7591      1                   0.6                 
Vardenis7986        Pavardenis7986      1                   0.6                 
Vardenis8689        Pavardenis8689      1                   0.6                 
Vardenis8762        Pavardenis8762      1                   0.6                 
Vardenis9075        Pavardenis9075      1                   0.6                 
Vardenis9621        Pavardenis9621      1                   0.6                 
Vardenis9830        Pavardenis9830      1                   0.6                 
Vardenis9871        Pavardenis9871      1                   0.6                 
Vardenis194         Pavardenis194       1                   0.6                 
Vardenis428         Pavardenis428       1                   0.6                 
Vardenis559         Pavardenis559       1                   0.6                 
Vardenis885         Pavardenis885       1                   0.6                 
Vardenis994         Pavardenis994       1                   0.6                 
Vardenis1107        Pavardenis1107      1                   0.6                 
Vardenis1555        Pavardenis1555      1                   0.6                 
Vardenis1917        Pavardenis1917      1                   0.6                 
Vardenis2089        Pavardenis2089      1                   0.6                 
Vardenis2209        Pavardenis2209      1                   0.6                 
Vardenis2667        Pavardenis2667      1                   0.6                 
Vardenis3262        Pavardenis3262      1                   0.6                 
Vardenis4081        Pavardenis4081      1                   0.6                 
Vardenis4306        Pavardenis4306      1                   0.6                 
Vardenis4390        Pavardenis4390      1                   0.6                 
Vardenis5239        Pavardenis5239      1                   0.6                 
Vardenis5406        Pavardenis5406      1                   0.6                 
Vardenis5793        Pavardenis5793      1                   0.6                 
Vardenis6155        Pavardenis6155      1                   0.6                 
Vardenis6203        Pavardenis6203      1                   0.6                 
Vardenis6952        Pavardenis6952      1                   0.6                 
Vardenis7786        Pavardenis7786      1                   0.6                 
Vardenis8105        Pavardenis8105      1                   0.6                 
Vardenis8211        Pavardenis8211      1                   0.6                 
Vardenis8529        Pavardenis8529      1                   0.6                 
Vardenis8553        Pavardenis8553      1                   0.6                 
Vardenis8635        Pavardenis8635      1                   0.6                 
Vardenis8925        Pavardenis8925      1                   0.6                 
Vardenis9630        Pavardenis9630      1                   0.6                 
Vardenis344         Pavardenis344       1                   0.6                 
Vardenis881         Pavardenis881       1                   0.6                 
Vardenis1192        Pavardenis1192      1                   0.6                 
Vardenis2225        Pavardenis2225      1                   0.6                 
Vardenis2485        Pavardenis2485      1                   0.6                 
Vardenis2550        Pavardenis2550      1                   0.6                 
Vardenis2560        Pavardenis2560      1                   0.6                 
Vardenis3350        Pavardenis3350      1                   0.6                 
Vardenis3446        Pavardenis3446      1                   0.6                 
Vardenis3956        Pavardenis3956      1                   0.6                 
Vardenis4766        Pavardenis4766      1                   0.6                 
Vardenis5341        Pavardenis5341      1                   0.6                 
Vardenis5702        Pavardenis5702      1                   0.6                 
Vardenis5890        Pavardenis5890      1                   0.6                 
Vardenis5984        Pavardenis5984      1                   0.6                 
Vardenis6431        Pavardenis6431      1                   0.6                 
Vardenis7776        Pavardenis7776      1                   0.6                 
Vardenis7856        Pavardenis7856      1                   0.6                 
Vardenis8014        Pavardenis8014      1                   0.6                 
Vardenis8511        Pavardenis8511      1                   0.6                 
Vardenis8741        Pavardenis8741      1                   0.6                 
Vardenis8950        Pavardenis8950      1                   0.6                 
Vardenis9045        Pavardenis9045      1                   0.6                 
Vardenis9132        Pavardenis9132      1                   0.6                 
Vardenis9431        Pavardenis9431      1                   0.6                 
Vardenis342         Pavardenis342       1                   0.6                 
Vardenis489         Pavardenis489       1                   0.6                 
Vardenis670         Pavardenis670       1                   0.6                 
Vardenis1044        Pavardenis1044      1                   0.6                 
Vardenis1511        Pavardenis1511      1                   0.6                 
Vardenis2145        Pavardenis2145      1                   0.6                 
Vardenis2178        Pavardenis2178      1                   0.6                 
Vardenis2540        Pavardenis2540      1                   0.6                 
Vardenis2698        Pavardenis2698      1                   0.6                 
Vardenis2766        Pavardenis2766      1                   0.6                 
Vardenis3909        Pavardenis3909      1                   0.6                 
Vardenis4131        Pavardenis4131      1                   0.6                 
Vardenis4216        Pavardenis4216      1                   0.6                 
Vardenis4780        Pavardenis4780      1                   0.6                 
Vardenis4923        Pavardenis4923      1                   0.6                 
Vardenis5017        Pavardenis5017      1                   0.6                 
Vardenis5099        Pavardenis5099      1                   0.6                 
Vardenis5604        Pavardenis5604      1                   0.6                 
Vardenis5617        Pavardenis5617      1                   0.6                 
Vardenis5659        Pavardenis5659      1                   0.6                 
Vardenis6163        Pavardenis6163      1                   0.6                 
Vardenis6347        Pavardenis6347      1                   0.6                 
Vardenis6453        Pavardenis6453      1                   0.6                 
Vardenis6870        Pavardenis6870      1                   0.6                 
Vardenis7152        Pavardenis7152      1                   0.6                 
Vardenis7165        Pavardenis7165      1                   0.6                 
Vardenis8377        Pavardenis8377      1                   0.6                 
Vardenis1208        Pavardenis1208      1                   0.6                 
Vardenis1512        Pavardenis1512      1                   0.6                 
Vardenis1779        Pavardenis1779      1                   0.6                 
Vardenis2165        Pavardenis2165      1                   0.6                 
Vardenis2489        Pavardenis2489      1                   0.6                 
Vardenis2511        Pavardenis2511      1                   0.6                 
Vardenis2545        Pavardenis2545      1                   0.6                 
Vardenis3273        Pavardenis3273      1                   0.6                 
Vardenis3300        Pavardenis3300      1                   0.6                 
Vardenis3310        Pavardenis3310      1                   0.6                 
Vardenis3482        Pavardenis3482      1                   0.6                 
Vardenis3878        Pavardenis3878      1                   0.6                 
Vardenis3979        Pavardenis3979      1                   0.6                 
Vardenis4151        Pavardenis4151      1                   0.6                 
Vardenis4523        Pavardenis4523      1                   0.6                 
Vardenis4874        Pavardenis4874      1                   0.6                 
Vardenis4997        Pavardenis4997      1                   0.6                 
Vardenis5497        Pavardenis5497      1                   0.6                 
Vardenis6119        Pavardenis6119      1                   0.6                 
Vardenis6234        Pavardenis6234      1                   0.6                 
Vardenis6335        Pavardenis6335      1                   0.6                 
Vardenis6703        Pavardenis6703      1                   0.6                 
Vardenis7096        Pavardenis7096      1                   0.6                 
Vardenis7373        Pavardenis7373      1                   0.6                 
Vardenis7381        Pavardenis7381      1                   0.6                 
Vardenis7401        Pavardenis7401      1                   0.6                 
Vardenis7480        Pavardenis7480      1                   0.6                 
Vardenis7670        Pavardenis7670      1                   0.6                 
Vardenis7925        Pavardenis7925      1                   0.6                 
Vardenis7975        Pavardenis7975      1                   0.6                 
Vardenis8217        Pavardenis8217      1                   0.6                 
Vardenis8273        Pavardenis8273      1                   0.6                 
Vardenis8346        Pavardenis8346      1                   0.6                 
Vardenis8369        Pavardenis8369      1                   0.6                 
Vardenis8596        Pavardenis8596      1                   0.6                 
Vardenis8813        Pavardenis8813      1                   0.6                 
Vardenis9191        Pavardenis9191      1                   0.6                 
Vardenis9275        Pavardenis9275      1                   0.6                 
Vardenis9550        Pavardenis9550      1                   0.6                 
Vardenis35          Pavardenis35        1                   0.6                 
Vardenis191         Pavardenis191       1                   0.6                 
Vardenis369         Pavardenis369       1                   0.6                 
Vardenis393         Pavardenis393       1                   0.6                 
Vardenis635         Pavardenis635       1                   0.6                 
Vardenis878         Pavardenis878       1                   0.6                 
Vardenis1022        Pavardenis1022      1                   0.6                 
Vardenis1057        Pavardenis1057      1                   0.6                 
Vardenis1431        Pavardenis1431      1                   0.6                 
Vardenis2502        Pavardenis2502      1                   0.6                 
Vardenis2527        Pavardenis2527      1                   0.6                 
Vardenis2563        Pavardenis2563      1                   0.6                 
Vardenis2809        Pavardenis2809      1                   0.6                 
Vardenis2832        Pavardenis2832      1                   0.6                 
Vardenis3247        Pavardenis3247      1                   0.6                 
Vardenis3458        Pavardenis3458      1                   0.6                 
Vardenis3668        Pavardenis3668      1                   0.6                 
Vardenis3746        Pavardenis3746      1                   0.6                 
Vardenis3762        Pavardenis3762      1                   0.6                 
Vardenis4050        Pavardenis4050      1                   0.6                 
Vardenis4201        Pavardenis4201      1                   0.6                 
Vardenis4462        Pavardenis4462      1                   0.6                 
Vardenis4584        Pavardenis4584      1                   0.6                 
Vardenis4928        Pavardenis4928      1                   0.6                 
Vardenis5013        Pavardenis5013      1                   0.6                 
Vardenis5042        Pavardenis5042      1                   0.6                 
Vardenis5369        Pavardenis5369      1                   0.6                 
Vardenis5493        Pavardenis5493      1                   0.6                 
Vardenis5512        Pavardenis5512      1                   0.6                 
Vardenis5555        Pavardenis5555      1                   0.6                 
Vardenis5580        Pavardenis5580      1                   0.6                 
Vardenis5596        Pavardenis5596      1                   0.6                 
Vardenis5687        Pavardenis5687      1                   0.6                 
Vardenis6339        Pavardenis6339      1                   0.6                 
Vardenis6353        Pavardenis6353      1                   0.6                 
Vardenis6497        Pavardenis6497      1                   0.6                 
Vardenis6764        Pavardenis6764      1                   0.6                 
Vardenis6868        Pavardenis6868      1                   0.6                 
Vardenis7333        Pavardenis7333      1                   0.6                 
Vardenis8405        Pavardenis8405      1                   0.6                 
Vardenis8683        Pavardenis8683      1                   0.6                 
Vardenis9036        Pavardenis9036      1                   0.6                 
Vardenis9146        Pavardenis9146      1                   0.6                 
Vardenis9155        Pavardenis9155      1                   0.6                 
Vardenis9219        Pavardenis9219      1                   0.6                 
Vardenis9253        Pavardenis9253      1                   0.6                 
Vardenis9285        Pavardenis9285      1                   0.6                 
Vardenis9418        Pavardenis9418      1                   0.6                 
Vardenis9495        Pavardenis9495      1                   0.6                 
Vardenis252         Pavardenis252       1                   0.6                 
Vardenis400         Pavardenis400       1                   0.6                 
Vardenis1088        Pavardenis1088      1                   0.6                 
Vardenis1285        Pavardenis1285      1                   0.6                 
Vardenis1840        Pavardenis1840      1                   0.6                 
Vardenis1890        Pavardenis1890      1                   0.6                 
Vardenis2144        Pavardenis2144      1                   0.6                 
Vardenis2341        Pavardenis2341      1                   0.6                 
Vardenis2371        Pavardenis2371      1                   0.6                 
Vardenis2841        Pavardenis2841      1                   0.6                 
Vardenis2953        Pavardenis2953      1                   0.6                 
Vardenis3193        Pavardenis3193      1                   0.6                 
Vardenis3215        Pavardenis3215      1                   0.6                 
Vardenis4279        Pavardenis4279      1                   0.6                 
Vardenis4733        Pavardenis4733      1                   0.6                 
Vardenis4759        Pavardenis4759      1                   0.6                 
Vardenis4850        Pavardenis4850      1                   0.6                 
Vardenis4867        Pavardenis4867      1                   0.6                 
Vardenis4954        Pavardenis4954      1                   0.6                 
Vardenis5174        Pavardenis5174      1                   0.6                 
Vardenis5228        Pavardenis5228      1                   0.6                 
Vardenis6084        Pavardenis6084      1                   0.6                 
Vardenis6112        Pavardenis6112      1                   0.6                 
Vardenis6208        Pavardenis6208      1                   0.6                 
Vardenis6417        Pavardenis6417      1                   0.6                 
Vardenis6732        Pavardenis6732      1                   0.6                 
Vardenis6781        Pavardenis6781      1                   0.6                 
Vardenis7510        Pavardenis7510      1                   0.6                 
Vardenis7805        Pavardenis7805      1                   0.6                 
Vardenis7821        Pavardenis7821      1                   0.6                 
Vardenis7836        Pavardenis7836      1                   0.6                 
Vardenis8572        Pavardenis8572      1                   0.6                 
